Sex,Age,Height,Weight,Activity Level,BMI,Daily Calories,Carbs,Fiber,Protein,Fat,Water,Vitamin C,Vitamin A,Vitamin D,Vitamin E,Vitamin B12,Vitamin K,Niacin,Calcium
Female,19 years,6 ft. 0 in.,251 lbs.,Sedentary,34,"2,616 kcal/day","294 - 425 grams
",25 grams,91 grams,"58 - 102 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,254 lbs.,Sedentary,34.4,"2,629 kcal/day","296 - 427 grams
",25 grams,92 grams,"58 - 102 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,256 lbs.,Sedentary,34.7,"2,637 kcal/day","297 - 429 grams
",25 grams,93 grams,"59 - 103 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,258 lbs.,Sedentary,35,"2,646 kcal/day","298 - 430 grams
",25 grams,94 grams,"59 - 103 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,260 lbs.,Sedentary,35.3,"2,654 kcal/day","299 - 431 grams
",25 grams,94 grams,"59 - 103 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,262 lbs.,Sedentary,35.5,"2,663 kcal/day","300 - 433 grams
",25 grams,95 grams,"59 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,265 lbs.,Sedentary,35.9,"2,676 kcal/day","301 - 435 grams
",25 grams,96 grams,"59 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,267 lbs.,Sedentary,36.2,"2,684 kcal/day","302 - 436 grams
",25 grams,97 grams,"60 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,269 lbs.,Sedentary,36.5,"2,693 kcal/day","303 - 438 grams
",25 grams,98 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,271 lbs.,Sedentary,36.8,"2,701 kcal/day","304 - 439 grams
",25 grams,98 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 0 in.,273 lbs.,Sedentary,37,"2,709 kcal/day","305 - 440 grams
",25 grams,99 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,165 lbs.,Sedentary,19.1,"2,362 kcal/day","266 - 384 grams
",25 grams,60 grams,"52 - 92 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,168 lbs.,Sedentary,19.4,"2,374 kcal/day","267 - 386 grams
",25 grams,61 grams,"53 - 92 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,170 lbs.,Sedentary,19.6,"2,383 kcal/day","268 - 387 grams
",25 grams,62 grams,"53 - 93 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,172 lbs.,Sedentary,19.9,"2,391 kcal/day","269 - 389 grams
",25 grams,62 grams,"53 - 93 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,174 lbs.,Sedentary,20.1,"2,400 kcal/day","270 - 390 grams
",25 grams,63 grams,"53 - 93 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,176 lbs.,Sedentary,20.3,"2,408 kcal/day","271 - 391 grams
",25 grams,64 grams,"54 - 94 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,179 lbs.,Sedentary,20.7,"2,421 kcal/day","272 - 393 grams
",25 grams,65 grams,"54 - 94 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,181 lbs.,Sedentary,20.9,"2,430 kcal/day","273 - 395 grams
",25 grams,66 grams,"54 - 95 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,182 lbs.,Sedentary,21.1,"2,438 kcal/day","274 - 396 grams
",25 grams,66 grams,"54 - 95 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,185 lbs.,Sedentary,21.4,"2,447 kcal/day","275 - 398 grams
",25 grams,67 grams,"54 - 95 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,187 lbs.,Sedentary,21.6,"2,455 kcal/day","276 - 399 grams
",25 grams,68 grams,"55 - 95 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,190 lbs.,Sedentary,22,"2,468 kcal/day","278 - 401 grams
",25 grams,69 grams,"55 - 96 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,192 lbs.,Sedentary,22.2,"2,476 kcal/day","279 - 402 grams
",25 grams,70 grams,"55 - 96 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,194 lbs.,Sedentary,22.4,"2,485 kcal/day","280 - 404 grams
",25 grams,70 grams,"55 - 97 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,196 lbs.,Sedentary,22.7,"2,493 kcal/day","280 - 405 grams
",25 grams,71 grams,"55 - 97 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,198 lbs.,Sedentary,22.9,"2,502 kcal/day","281 - 407 grams
",25 grams,72 grams,"56 - 97 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,201 lbs.,Sedentary,23.2,"2,514 kcal/day","283 - 409 grams
",25 grams,73 grams,"56 - 98 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,203 lbs.,Sedentary,23.5,"2,523 kcal/day","284 - 410 grams
",25 grams,74 grams,"56 - 98 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,205 lbs.,Sedentary,23.7,"2,531 kcal/day","285 - 411 grams
",25 grams,74 grams,"56 - 98 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,207 lbs.,Sedentary,23.9,"2,540 kcal/day","286 - 413 grams
",25 grams,75 grams,"56 - 99 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,209 lbs.,Sedentary,24.2,"2,548 kcal/day","287 - 414 grams
",25 grams,76 grams,"57 - 99 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,212 lbs.,Sedentary,24.5,"2,561 kcal/day","288 - 416 grams
",25 grams,77 grams,"57 - 100 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,214 lbs.,Sedentary,24.7,"2,570 kcal/day","289 - 418 grams
",25 grams,78 grams,"57 - 100 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,216 lbs.,Sedentary,25,"2,578 kcal/day","290 - 419 grams
",25 grams,78 grams,"57 - 100 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,218 lbs.,Sedentary,25.2,"2,587 kcal/day","291 - 420 grams
",25 grams,79 grams,"57 - 101 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,220 lbs.,Sedentary,25.4,"2,595 kcal/day","292 - 422 grams
",25 grams,80 grams,"58 - 101 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,223 lbs.,Sedentary,25.8,"2,608 kcal/day","293 - 424 grams
",25 grams,81 grams,"58 - 101 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,225 lbs.,Sedentary,26,"2,616 kcal/day","294 - 425 grams
",25 grams,82 grams,"58 - 102 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,227 lbs.,Sedentary,26.2,"2,625 kcal/day","295 - 427 grams
",25 grams,82 grams,"58 - 102 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,229 lbs.,Sedentary,26.5,"2,633 kcal/day","296 - 428 grams
",25 grams,83 grams,"59 - 102 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,232 lbs.,Sedentary,26.8,"2,646 kcal/day","298 - 430 grams
",25 grams,84 grams,"59 - 103 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,234 lbs.,Sedentary,27,"2,655 kcal/day","299 - 431 grams
",25 grams,85 grams,"59 - 103 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,236 lbs.,Sedentary,27.3,"2,663 kcal/day","300 - 433 grams
",25 grams,86 grams,"59 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,238 lbs.,Sedentary,27.5,"2,672 kcal/day","301 - 434 grams
",25 grams,86 grams,"59 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,240 lbs.,Sedentary,27.7,"2,680 kcal/day","302 - 436 grams
",25 grams,87 grams,"60 - 104 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,243 lbs.,Sedentary,28.1,"2,693 kcal/day","303 - 438 grams
",25 grams,88 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,245 lbs.,Sedentary,28.3,"2,701 kcal/day","304 - 439 grams
",25 grams,89 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,246 lbs.,Sedentary,28.5,"2,710 kcal/day","305 - 440 grams
",25 grams,90 grams,"60 - 105 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,249 lbs.,Sedentary,28.8,"2,718 kcal/day","306 - 442 grams
",25 grams,90 grams,"60 - 106 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,251 lbs.,Sedentary,29,"2,727 kcal/day","307 - 443 grams
",25 grams,91 grams,"61 - 106 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,254 lbs.,Sedentary,29.4,"2,739 kcal/day","308 - 445 grams
",25 grams,92 grams,"61 - 107 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,256 lbs.,Sedentary,29.6,"2,748 kcal/day","309 - 447 grams
",25 grams,93 grams,"61 - 107 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,258 lbs.,Sedentary,29.8,"2,756 kcal/day","310 - 448 grams
",25 grams,94 grams,"61 - 107 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,260 lbs.,Sedentary,30,"2,765 kcal/day","311 - 449 grams
",25 grams,94 grams,"61 - 108 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,262 lbs.,Sedentary,30.3,"2,773 kcal/day","312 - 451 grams
",25 grams,95 grams,"62 - 108 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,265 lbs.,Sedentary,30.6,"2,786 kcal/day","313 - 453 grams
",25 grams,96 grams,"62 - 108 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,267 lbs.,Sedentary,30.9,"2,795 kcal/day","314 - 454 grams
",25 grams,97 grams,"62 - 109 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,269 lbs.,Sedentary,31.1,"2,803 kcal/day","315 - 455 grams
",25 grams,98 grams,"62 - 109 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,271 lbs.,Sedentary,31.3,"2,812 kcal/day","316 - 457 grams
",25 grams,98 grams,"62 - 109 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,19 years,6 ft. 6 in.,273 lbs.,Sedentary,31.5,"2,820 kcal/day","317 - 458 grams
",25 grams,99 grams,"63 - 110 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,165 lbs.,Sedentary,32.2,"2,023 kcal/day","228 - 329 grams
",25 grams,60 grams,"45 - 79 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,168 lbs.,Sedentary,32.8,"2,036 kcal/day","229 - 331 grams
",25 grams,61 grams,"45 - 79 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,170 lbs.,Sedentary,33.2,"2,044 kcal/day","230 - 332 grams
",25 grams,62 grams,"45 - 79 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,172 lbs.,Sedentary,33.6,"2,052 kcal/day","231 - 333 grams
",25 grams,62 grams,"46 - 80 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,174 lbs.,Sedentary,34,"2,061 kcal/day","232 - 335 grams
",25 grams,63 grams,"46 - 80 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,176 lbs.,Sedentary,34.4,"2,069 kcal/day","233 - 336 grams
",25 grams,64 grams,"46 - 80 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,179 lbs.,Sedentary,35,"2,082 kcal/day","234 - 338 grams
",25 grams,65 grams,"46 - 81 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,181 lbs.,Sedentary,35.3,"2,091 kcal/day","235 - 340 grams
",25 grams,66 grams,"46 - 81 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,182 lbs.,Sedentary,35.7,"2,099 kcal/day","236 - 341 grams
",25 grams,66 grams,"47 - 82 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,185 lbs.,Sedentary,36.1,"2,108 kcal/day","237 - 343 grams
",25 grams,67 grams,"47 - 82 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,187 lbs.,Sedentary,36.5,"2,116 kcal/day","238 - 344 grams
",25 grams,68 grams,"47 - 82 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,190 lbs.,Sedentary,37.1,"2,129 kcal/day","240 - 346 grams
",25 grams,69 grams,"47 - 83 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,192 lbs.,Sedentary,37.5,"2,137 kcal/day","240 - 347 grams
",25 grams,70 grams,"47 - 83 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,194 lbs.,Sedentary,37.9,"2,146 kcal/day","241 - 349 grams
",25 grams,70 grams,"48 - 83 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,196 lbs.,Sedentary,38.3,"2,154 kcal/day","242 - 350 grams
",25 grams,71 grams,"48 - 84 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,198 lbs.,Sedentary,38.7,"2,163 kcal/day","243 - 351 grams
",25 grams,72 grams,"48 - 84 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,201 lbs.,Sedentary,39.3,"2,176 kcal/day","245 - 354 grams
",25 grams,73 grams,"48 - 85 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,203 lbs.,Sedentary,39.6,"2,184 kcal/day","246 - 355 grams
",25 grams,74 grams,"49 - 85 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,205 lbs.,Sedentary,40,"2,193 kcal/day","247 - 356 grams
",25 grams,74 grams,"49 - 85 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,207 lbs.,Sedentary,40.4,"2,201 kcal/day","248 - 358 grams
",25 grams,75 grams,"49 - 86 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,209 lbs.,Sedentary,40.8,"2,210 kcal/day","249 - 359 grams
",25 grams,76 grams,"49 - 86 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,212 lbs.,Sedentary,41.4,"2,222 kcal/day","250 - 361 grams
",25 grams,77 grams,"49 - 86 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,214 lbs.,Sedentary,41.8,"2,231 kcal/day","251 - 363 grams
",25 grams,78 grams,"50 - 87 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,216 lbs.,Sedentary,42.2,"2,239 kcal/day","252 - 364 grams
",25 grams,78 grams,"50 - 87 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,218 lbs.,Sedentary,42.6,"2,248 kcal/day","253 - 365 grams
",25 grams,79 grams,"50 - 87 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,220 lbs.,Sedentary,43,"2,256 kcal/day","254 - 367 grams
",25 grams,80 grams,"50 - 88 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,223 lbs.,Sedentary,43.6,"2,269 kcal/day","255 - 369 grams
",25 grams,81 grams,"50 - 88 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,225 lbs.,Sedentary,43.9,"2,278 kcal/day","256 - 370 grams
",25 grams,82 grams,"51 - 89 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,227 lbs.,Sedentary,44.3,"2,286 kcal/day","257 - 371 grams
",25 grams,82 grams,"51 - 89 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,229 lbs.,Sedentary,44.7,"2,294 kcal/day","258 - 373 grams
",25 grams,83 grams,"51 - 89 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,232 lbs.,Sedentary,45.3,"2,307 kcal/day","260 - 375 grams
",25 grams,84 grams,"51 - 90 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,234 lbs.,Sedentary,45.7,"2,316 kcal/day","261 - 376 grams
",25 grams,85 grams,"51 - 90 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,236 lbs.,Sedentary,46.1,"2,324 kcal/day","261 - 378 grams
",25 grams,86 grams,"52 - 90 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,238 lbs.,Sedentary,46.5,"2,333 kcal/day","262 - 379 grams
",25 grams,86 grams,"52 - 91 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,240 lbs.,Sedentary,46.9,"2,341 kcal/day","263 - 380 grams
",25 grams,87 grams,"52 - 91 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
Female,20 years,5 ft. 0 in.,243 lbs.,Sedentary,47.5,"2,354 kcal/day","265 - 383 grams
",25 grams,88 grams,"52 - 92 grams
","2.7 liters (about 11 cups)
",75 mg,700 mcg,15 mcg,15 mg,2.4 mcg,90 mcg,14 mg,"1,000 mg"
